# Nifty 50 / Nifty Next 50 / Nifty 500 semi-annual reconstitution history
# (Mar 2023 -> Mar 2026).
#
# NIFTY50/NIFTYNEXT50 rows compiled 2026-07-05 from NSE/niftyindices.com press
# releases + Indian financial press (Business Standard, Business Today, ICICI
# Direct, Bajaj Broking, Tradebrains, Outlook Money, Investing.com).
#
# NIFTY500 rows added 2026-07-06 (SOTA Round Phase 3c) -- the granularity gap
# noted below has been CLOSED: all 7 press-release PDFs were downloaded
# directly from niftyindices.com/Press_Release/ and parsed with pdftotext
# -layout + a row-pattern regex (not WebSearch summaries, not hand-typed).
# Every cycle's exclude-count matched its include-count exactly (an internal
# consistency check reconstitutions always satisfy), and the 2025-02-21
# NIFTY500 list was spot-verified by eye against the raw PDF text before
# trusting the parser on the other 6. One correction found in the process:
# the Feb-2026 cycle's announce_date was 2026-02-24 (a news-article-publish-
# date proxy) -- the ACTUAL press release (ind_prs23022026.pdf) is dated
# 2026-02-23; all 12 NIFTYNEXT50 rows for that cycle were corrected to match.
#
# One source URL is disambiguated with a "_1" suffix (ind_prs17022023_1.pdf)
# -- niftyindices.com sometimes publishes an unrelated release (Nifty Fixed
# Income / debt index changes) under the "obvious" DDMMYYYY-guessed filename
# for the same date; the equity-indices release needed the _1 suffix (or, for
# 2026-02-23, was dated one day before the initially-guessed 2026-02-24).
# Confirmed via WebSearch before trusting either PDF's content.
#
# Scope/caveats (read before trusting a backtest verdict off this file):
#  - effective_date: some source articles state the convention inconsistently
#    ("effective from Sept 29, close of Sept 28" vs "effective Sept 30, close
#    of Sept 27") -- used whatever exact date each source/PDF stated. Worth
#    reconciling against niftyindices.com's reconstitution calendar before
#    treating a 1-day boundary as precise.
#  - announce_date for the Sept-2023 NIFTY50/NIFTYNEXT50 rows is a news-
#    publish-date proxy, not a confirmed press-release date (the NIFTY500 rows
#    for that same cycle use the PDF's own header date, 2023-08-17, which
#    happens to match).
#  - A corrupted duplicate ("13-Jul-23" HDFC/LTIMindtree, and a garbled
#    "30-Sep-23" Trent/BEL/DivisLab/LTIM entry that contradicted two
#    independent "no NIFTY50 change" sources for that cycle) was found on a
#    third-party site and excluded -- flagging in case it resurfaces elsewhere.
#  - March 2023, September 2023 and March 2026 legitimately had ZERO NIFTY50
#    changes (confirmed by 2+ independent sources each) -- absence of NIFTY50
#    rows for those cycles is a fact, not a gap.
announce_date,effective_date,index,symbol,action,source_url
2024-02-28,2024-03-28,NIFTYNEXT50,MUTHOOTFIN,DELETE,https://upstox.com/news/market-news/stocks/nse-announces-changes-in-various-indices-check-new-additions-exclusions-of-nifty-50-nifty-next-50-and-nifty-500/article-112644/
2024-02-28,2024-03-28,NIFTYNEXT50,SHRIRAMFIN,DELETE,https://upstox.com/news/market-news/stocks/nse-announces-changes-in-various-indices-check-new-additions-exclusions-of-nifty-50-nifty-next-50-and-nifty-500/article-112644/
2024-08-23,2024-09-30,NIFTY50,BEL,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTY50,TRENT,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTY50,DIVISLAB,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTY50,LTIM,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,BHEL,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,DIVISLAB,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,JSWENERGY,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,LTIM,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,LODHA,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,NHPC,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,UNIONBANK,ADD,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,BERGEPAINT,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,BEL,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,COLPAL,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,MARICO,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,SBICARD,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,SRF,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2024-08-23,2024-09-30,NIFTYNEXT50,TRENT,DELETE,https://www.icicidirect.com/futures-and-options/articles/rebalancing-of-indices-sept-24-everything-you-need-to-know
2025-02-21,2025-03-28,NIFTY50,JIOFIN,ADD,https://www.outlookmoney.com/invest/nifty-50-rejig-zomato-jio-financial-likely-to-join-index-from-march-to-see-passive-inflows-of-951-million
2025-02-21,2025-03-28,NIFTY50,ZOMATO,ADD,https://www.outlookmoney.com/invest/nifty-50-rejig-zomato-jio-financial-likely-to-join-index-from-march-to-see-passive-inflows-of-951-million
2025-02-21,2025-03-28,NIFTY50,BPCL,DELETE,https://www.outlookmoney.com/invest/nifty-50-rejig-zomato-jio-financial-likely-to-join-index-from-march-to-see-passive-inflows-of-951-million
2025-02-21,2025-03-28,NIFTY50,BRITANNIA,DELETE,https://www.outlookmoney.com/invest/nifty-50-rejig-zomato-jio-financial-likely-to-join-index-from-march-to-see-passive-inflows-of-951-million
2025-02-21,2025-03-28,NIFTYNEXT50,BAJAJHFL,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,BPCL,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,BRITANNIA,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,CGPOWER,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,HYUNDAI,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,INDHOTEL,ADD,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,ZOMATO,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,JIOFIN,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,ATGL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,BHEL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,IRCTC,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,NHPC,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-02-21,2025-03-28,NIFTYNEXT50,UNIONBANK,DELETE,https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf
2025-08-22,2025-09-30,NIFTY50,INDIGO,ADD,https://www.business-standard.com/markets/news/nse-nifty-rejig-indigo-max-healthcare-set-for-nifty-entry-announcement-due-post-market-125082200518_1.html
2025-08-22,2025-09-30,NIFTY50,MAXHEALTH,ADD,https://www.business-standard.com/markets/news/nse-nifty-rejig-indigo-max-healthcare-set-for-nifty-entry-announcement-due-post-market-125082200518_1.html
2025-08-22,2025-09-30,NIFTY50,HEROMOTOCO,DELETE,https://www.business-standard.com/markets/news/nse-nifty-rejig-indigo-max-healthcare-set-for-nifty-entry-announcement-due-post-market-125082200518_1.html
2025-08-22,2025-09-30,NIFTY50,INDUSINDBK,DELETE,https://www.business-standard.com/markets/news/nse-nifty-rejig-indigo-max-healthcare-set-for-nifty-entry-announcement-due-post-market-125082200518_1.html
2025-08-22,2025-09-30,NIFTYNEXT50,HINDZINC,ADD,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,MAZDOCK,ADD,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,ENRIN,ADD,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,SOLARINDS,ADD,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,DABUR,DELETE,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,ICICIPRULI,DELETE,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,INDIGO,DELETE,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2025-08-22,2025-09-30,NIFTYNEXT50,SWIGGY,DELETE,https://tradebrains.in/nifty-50-nifty-next-rejig-full-list-of-stocks-added-removed-sept-2025/
2026-02-23,2026-03-30,NIFTYNEXT50,CUMMINSIND,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,HDFCAMC,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,MUTHOOTFIN,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,TATACAP,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,TMCV,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,UNIONBANK,ADD,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,BAJAJHFL,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,HAVELLS,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,ICICIGI,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,NAUKRI,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,JSWENERGY,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2026-02-23,2026-03-30,NIFTYNEXT50,LICI,DELETE,https://www.bajajbroking.in/share-market-news/nifty-indices-rejig-february-2026-which-stocks-were-added-and-dropped-from-nifty-100-500-next-50-and-more
2023-02-17,2023-03-31,NIFTY500,AARTIIND,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,ADANIPOWER,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,APARINDS,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,ACI,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,BIKAJI,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,BLS,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,CRAFTSMAN,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,DATAPATTNS,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,FIVESTAR,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,MEDANTA,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,INGERRAND,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,JINDWORLD,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,KENNAMET,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,RUSTOMJEE,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,KFINTECH,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,KSB,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,MFL,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,NMDC,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,PEL,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,TMB,ADD,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,ABSLAMC,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,ALOKINDS,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,ASTRAZEN,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,BHARATRAS,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,CAPLIPOINT,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,DHANI,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,DBL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,HATSUN,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,INDOCO,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,MOIL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,PRIVISCL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,PGHL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,SFL,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,SHILPAMED,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,SIS,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,SUDARSCHEM,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,SYMPHONY,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,TATACOFFEE,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,THYROCARE,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-02-17,2023-03-31,NIFTY500,WOCKPHARMA,DELETE,https://www.niftyindices.com/Press_Release/ind_prs17022023_1.pdf
2023-08-17,2023-09-29,NIFTY500,ALLCARGO,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
2023-08-17,2023-09-29,NIFTY500,ALOKINDS,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
2023-08-17,2023-09-29,NIFTY500,GILLETTE,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
2023-08-17,2023-09-29,NIFTY500,GLS,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
2023-08-17,2023-09-29,NIFTY500,GPIL,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
2023-08-17,2023-09-29,NIFTY500,IRCON,ADD,https://www.niftyindices.com/Press_Release/ind_prs17082023.pdf
